reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,_parsed_date,reason_text
2021.128,SPS,food,Exceeding of maximum residue limits for thiophanate-methyl in Drumsticks (Moringa oleifera) from India,12/3/2021 11:12,Germany,information notification for attention,undecided,Germany,INFOSAN,,"Germany,India",India,thiophanate-methyl   - {pesticide residues},3/12/2021 11:12,Exceeding of maximum residue limits for thiophanate-methyl in Drumsticks (Moringa oleifera) from India | thiophanate-methyl   - {pesticide residues}
2021.1257,SPS,feed,Aflatoxin B1 in Indian peanuts for bird feed only,11/3/2021 12:15,Netherlands,border rejection notification,serious,,,,"India,Netherlands",India,Aflatoxin B1   - {mycotoxins},3/11/2021 12:15,Aflatoxin B1 in Indian peanuts for bird feed only | Aflatoxin B1   - {mycotoxins}
2021.1219,TBT,food,insufficient labelling of pappad from Inida ,10/3/2021 8:44,Italy,border rejection notification,not serious,,,,India,India,,3/10/2021 8:44,insufficient labelling of pappad from Inida 
2021.1209,SPS,food,presence of ethylene oxide sesame seeds origin India,9/3/2021 16:14,Romania,alert notification,serious,"Hungary,Romania",INFOSAN,"Hungary,Romania",Romania,India,ethylene oxide   - {pesticide residues},3/9/2021 16:14,presence of ethylene oxide sesame seeds origin India | ethylene oxide   - {pesticide residues}
2021.1194,Other/Unmatched,food,Unauthorised novel food betel nuts,9/3/2021 12:53,Italy,border rejection notification,undecided,,,,India,India,,3/9/2021 12:53,Unauthorised novel food betel nuts
2021.1193,SPS,food,High levels of pesticides in Basmati rice,9/3/2021 12:44,Austria,alert notification,undecided,"Austria,Belgium,Croatia,France,Germany,Hungary,Italy,Latvia,Luxembourg,Netherlands,Poland,Slovakia,Switzerland,United Kingdom","Austria,Germany,INFOSAN","Austria,Belgium,Croatia,France,Germany,Hungary,Italy,Latvia,Luxembourg,Netherlands,Poland,Slovakia,Switzerland","Austria,Belgium,Germany,India,Italy,Netherlands",India,"bromide   - {pesticide residues},buprofezin   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",3/9/2021 12:44,"High levels of pesticides in Basmati rice | bromide   - {pesticide residues},buprofezin   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2021.1189,Other/Unmatched,food,"Lead (38 mg/kg - ppm) and mercury (3,4 mg/kg - ppm) in food supplement from India",9/3/2021 10:56,Slovenia,border rejection notification,serious,,,,"India,Slovenia",India,"lead  high content - {heavy metals},mercury   - {heavy metals}",3/9/2021 10:56,"Lead (38 mg/kg - ppm) and mercury (3,4 mg/kg - ppm) in food supplement from India | lead  high content - {heavy metals},mercury   - {heavy metals}"
2021.1186,SPS,food,High levels of pesticides in Basmati rice,9/3/2021 10:10,Austria,alert notification,undecided,"Austria,Netherlands",INFOSAN,Netherlands,"Austria,India,Netherlands",India,"carbendazim  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",3/9/2021 10:10,"High levels of pesticides in Basmati rice | carbendazim  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2021.1173,Other/Unmatched,food,CADMIUM IN FROZEN ENTIRE SQUID (LOLIGO DUVAUCELI) FROM INDIA,8/3/2021 16:51,Spain,alert notification,serious,Belgium,INFOSAN,"Belgium,France,Italy,Netherlands,Portugal","France,India,Spain",India,cadmium   - {heavy metals},3/8/2021 16:51,CADMIUM IN FROZEN ENTIRE SQUID (LOLIGO DUVAUCELI) FROM INDIA | cadmium   - {heavy metals}
2021.1139,SPS,food,Pesticides in Basmati Rice ,5/3/2021 14:07,Cyprus,information notification for attention,undecided,Cyprus,INFOSAN,,"Cyprus,United Kingdom",India,"thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}",3/5/2021 14:07,"Pesticides in Basmati Rice  | thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues}"
2021.1133,SPS,food,unauthorised substance ethylene oxide in hulled sesame seeds from India,5/3/2021 12:40,Poland,alert notification,serious,"Austria,Czechia,Poland",,"Austria,Czechia","India,Poland",India,ethylene oxide   - {pesticide residues},3/5/2021 12:40,unauthorised substance ethylene oxide in hulled sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.1124,SPS,food," Unauthorized substance ethylene oxide (ethylene oxide/2-chloroethanol) in hulled sesame seeds from India, via the United Kingdom",4/3/2021 17:04,Germany,alert notification,serious,"Belgium,Germany,Sweden",INFOSAN,"Belgium,Germany,Netherlands,Sweden","Germany,Netherlands,United Kingdom",India,ethylene oxide   - {pesticide residues},3/4/2021 17:04," Unauthorized substance ethylene oxide (ethylene oxide/2-chloroethanol) in hulled sesame seeds from India, via the United Kingdom | ethylene oxide   - {pesticide residues}"
2021.1113,SPS,food,aflatossine in arachidi fritte /// unofficial translation: aflatoxins in fried groundnuts,4/3/2021 14:56,Italy,border rejection notification,serious,,,,India,India,Aflatoxin B1   - {mycotoxins},3/4/2021 14:56,aflatossine in arachidi fritte /// unofficial translation: aflatoxins in fried groundnuts | Aflatoxin B1   - {mycotoxins}
2021.1101,SPS,food,imazalil in bananas from Equador ,4/3/2021 11:06,Italy,information notification for attention,not serious,,,,"Ecuador,Italy",Ecuador,imazalil   - {pesticide residues},3/4/2021 11:06,imazalil in bananas from Equador  | imazalil   - {pesticide residues}
2021.1089,SPS,food,Pestiside residue Chlorpyriphos in fennel seeds from India,3/3/2021 16:08,Finland,border rejection notification,undecided,Finland,,,"Finland,India",India,chlorpyrifos   - {pesticide residues},3/3/2021 16:08,Pestiside residue Chlorpyriphos in fennel seeds from India | chlorpyrifos   - {pesticide residues}
2021.102,SPS,food,ethylene oxide in Okras from India,1/3/2021 11:19,France,border rejection notification,serious,,,,India,India,ethylene oxide   - {pesticide residues},3/1/2021 11:19,ethylene oxide in Okras from India | ethylene oxide   - {pesticide residues}
2021.1013,SPS,food,histamine in frozen tuna loin,26-02-2021 20:35:05,Italy,alert notification,serious,"Austria,Italy,Sweden",INFOSAN,"Austria,Italy,Netherlands,Sweden","Italy,Netherlands",Vietnam,histamine   - {biological contaminants},2/26/2021 20:35,histamine in frozen tuna loin | histamine   - {biological contaminants}
2021.1009,SPS,food,pesticide residues ethylene oxide and Flonicamid in okras from India,26-02-2021 17:41:25,France,border rejection notification,serious,,,,India,India,"ethylene oxide   - {pesticide residues},flonicamid   - {pesticide residues}",2/26/2021 17:41,"pesticide residues ethylene oxide and Flonicamid in okras from India | ethylene oxide   - {pesticide residues},flonicamid   - {pesticide residues}"
2021.1002,SPS,food," Ethylene oxide in hulled sesame seeds from India, via Germany ",26-02-2021 14:45:28,Germany,information notification for attention,serious,Germany,INFOSAN,,"Germany,India",India,ethylene oxide   - {pesticide residues},2/26/2021 14:45," Ethylene oxide in hulled sesame seeds from India, via Germany  | ethylene oxide   - {pesticide residues}"
2021.098,SPS,food,Unauthorised substance ethylene oxide in organic sesame seeds from India,25-02-2021 15:04:39,Norway,information notification for attention,serious,Norway,INFOSAN,,"India,Norway",India,ethylene oxide   - {pesticide residues},2/25/2021 15:04,Unauthorised substance ethylene oxide in organic sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.0964,SPS,food,Ethylene oxide in sesame seeds from India,24-02-2021 15:58:39,Croatia,alert notification,serious,"Croatia,Slovenia",,"Croatia,Romania,Slovenia","Croatia,India,Romania,Slovenia",India,ethylene oxide   - {pesticide residues},2/24/2021 15:58,Ethylene oxide in sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.0909,Other/Unmatched,food,Ethylene oxide in sesame seeds,22-02-2021 16:20:06,Italy,alert notification,serious,"Austria,France,Germany,Hungary,Italy,United States",INFOSAN,"Austria,France,Germany,Hungary","France,India,Italy",India,,2/22/2021 16:20,Ethylene oxide in sesame seeds
2021.09,SPS,food,ethylene oxide in sesame seads from India via Italy,22-02-2021 11:03:35,Croatia,alert notification,undecided,"Croatia,Italy,San Marino","Croatia,INFOSAN","Austria,Croatia,Germany,Italy,Spain","Croatia,India,Italy",India,ethylene oxide   - {pesticide residues},2/22/2021 11:03,ethylene oxide in sesame seads from India via Italy | ethylene oxide   - {pesticide residues}
2021.0896,Other/Unmatched,food,Ossido di etilene oltre i limiti consentiti in semi di sesamo./ ethylene oxide in sesame seeds,19-02-2021 17:36:03,Italy,alert notification,serious,"Central African Republic,France,Italy,Mali,San Marino",INFOSAN,"France,Luxembourg,Netherlands","France,India,Italy",India,,2/19/2021 17:36,Ossido di etilene oltre i limiti consentiti in semi di sesamo./ ethylene oxide in sesame seeds
2021.0891,SPS,food,Salmonella spp. in organic ashwagandha powder from India,19-02-2021 16:14:17,Germany,information notification for attention,serious,Germany,INFOSAN,,"Germany,India",India,Salmonella spp.  - {pathogenic micro-organisms},2/19/2021 16:14,Salmonella spp. in organic ashwagandha powder from India | Salmonella spp.  - {pathogenic micro-organisms}
2021.0872,SPS,food,Exceedance of the maximum level for propiconazole in frozen red chili  from Vietnam,19-02-2021 08:45:10,Germany,border rejection notification,no risk,Germany,,,"Germany,Vietnam",Vietnam,propiconazole   - {pesticide residues},2/19/2021 8:45,Exceedance of the maximum level for propiconazole in frozen red chili  from Vietnam | propiconazole   - {pesticide residues}
2021.0868,TBT,food,elevato contenuto di E300 in tonno cogelato da India ,18-02-2021 17:36:34,Italy,information notification for attention,not serious,,,,"India,Italy",India,E 300 - ascorbic acid  unauthorised - {food additives and flavourings},2/18/2021 17:36,elevato contenuto di E300 in tonno cogelato da India  | E 300 - ascorbic acid  unauthorised - {food additives and flavourings}
2021.0862,SPS,food,Aflatoxins in dried peppers from India,18-02-2021 16:35:58,Spain,border rejection notification,serious,,,,"India,Spain",India,"Aflatoxin B1   - {mycotoxins},Aflatoxins B1  - {mycotoxins}",2/18/2021 16:35,"Aflatoxins in dried peppers from India | Aflatoxin B1   - {mycotoxins},Aflatoxins B1  - {mycotoxins}"
2021.0861,SPS,food,sesame white seeds of Indian origin for ethylene oxide contamination,18-02-2021 16:14:11,Italy,alert notification,serious,Italy,,"France,Germany","India,Italy",India,ethylene oxide   - {pesticide residues},2/18/2021 16:14,sesame white seeds of Indian origin for ethylene oxide contamination | ethylene oxide   - {pesticide residues}
2021.086,SPS,food,unauthorised substance ethylene oxide in hulled sesame seeds from India,18-02-2021 15:22:50,Germany,information notification for attention,serious,Germany,,,"Germany,India",India,ethylene oxide   - {pesticide residues},2/18/2021 15:22,unauthorised substance ethylene oxide in hulled sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.0852,SPS,food,tumeric powder,18-02-2021 13:53:21,France,information notification for attention,undecided,France,INFOSAN,,"France,India",India,ethylene oxide   - {pesticide residues},2/18/2021 13:53,tumeric powder | ethylene oxide   - {pesticide residues}
2021.0851,SPS,food,ethylene oxide in sesame seeds,18-02-2021 13:25:50,Netherlands,alert notification,serious,"Bulgaria,Denmark,France,Netherlands",INFOSAN,"Bulgaria,France","Bulgaria,Denmark,India,Netherlands",India,ethylene oxide   - {pesticide residues},2/18/2021 13:25,ethylene oxide in sesame seeds | ethylene oxide   - {pesticide residues}
2021.0849,SPS,food,ginger powder,18-02-2021 12:45:43,France,information notification for attention,serious,France,INFOSAN,,"France,India",India,ethylene oxide   - {pesticide residues},2/18/2021 12:45,ginger powder | ethylene oxide   - {pesticide residues}
2021.0848,SPS,food,ethylene oxide in sesame seeds,18-02-2021 11:38:53,Netherlands,alert notification,serious,"Belgium,Finland,France,Germany,Luxembourg,Netherlands,Switzerland",INFOSAN,"Belgium,Finland,France,Germany,Luxembourg,Switzerland","India,Netherlands",India,ethylene oxide   - {pesticide residues},2/18/2021 11:38,ethylene oxide in sesame seeds | ethylene oxide   - {pesticide residues}
2021.0798,SPS,food,ethylene oxide in okras,15-02-2021 19:48:33,France,border rejection notification,serious,,,,India,India,ethylene oxide   - {pesticide residues},2/15/2021 19:48,ethylene oxide in okras | ethylene oxide   - {pesticide residues}
2021.0797,SPS,food,unauthorised substance ethylene oxide in okras from India,15-02-2021 19:25:36,France,border rejection notification,serious,,,,India,India,ethylene oxide   - {pesticide residues},2/15/2021 19:25,unauthorised substance ethylene oxide in okras from India | ethylene oxide   - {pesticide residues}
2021.0782,SPS,food,Ethylene oxide,15-02-2021 15:20:16,Croatia,information notification for attention,serious,Croatia,,,"Romania,Serbia",India,ethylene oxide   - {pesticide residues},2/15/2021 15:20,Ethylene oxide | ethylene oxide   - {pesticide residues}
2021.0757,SPS,feed,Salmonella enterica ser. Virchow in dog chews (dried tripes) from India,12/2/2021 18:02,Germany,border rejection notification,serious,,,,"Germany,India",India,Salmonella Virchow  - {pathogenic micro-organisms},2/12/2021 18:02,Salmonella enterica ser. Virchow in dog chews (dried tripes) from India | Salmonella Virchow  - {pathogenic micro-organisms}
2021.0746,SPS,food, Ethyleneoxid in Sesam from India ,12/2/2021 15:45,Austria,alert notification,serious,Austria,INFOSAN,,"Austria,India",India,ethylene oxide   - {pesticide residues},2/12/2021 15:45, Ethyleneoxid in Sesam from India  | ethylene oxide   - {pesticide residues}
2021.0723,SPS,food,Unauthorized substance ethylene oxide in hulled sesame seeds,11/2/2021 15:13,Czechia,alert notification,serious,"Austria,Czechia,Hungary,Poland,Slovakia",,"Austria,Germany,Hungary,Poland,Slovakia,Slovenia","Czechia,India,Poland",India,ethylene oxide   - {pesticide residues},2/11/2021 15:13,Unauthorized substance ethylene oxide in hulled sesame seeds | ethylene oxide   - {pesticide residues}
2021.0717,SPS,food,unauthorised substance ethylene oxide in hulled sesame seeds,11/2/2021 14:00,Netherlands,alert notification,serious,"France,Germany,Italy,Netherlands","INFOSAN,Italy","France,Germany","India,Netherlands",India,ethylene oxide   - {pesticide residues},2/11/2021 14:00,unauthorised substance ethylene oxide in hulled sesame seeds | ethylene oxide   - {pesticide residues}
2021.0691,SPS,food,Unauthorized substance ethylene oxide in sesame paste from Greece,10/2/2021 16:48,Germany,alert notification,serious,"Germany,Greece,Switzerland",,Greece,"Germany,Greece,India,Switzerland",India,ethylene oxide   - {pesticide residues},2/10/2021 16:48,Unauthorized substance ethylene oxide in sesame paste from Greece | ethylene oxide   - {pesticide residues}
2021.066,SPS,food,Sulfamethoxazol in frozen shrimps (Litopenaeus vannamei) from Vietnam,9/2/2021 17:07,Germany,information notification for follow-up,not serious,"Austria,Germany",INFOSAN,Austria,"Germany,Vietnam",Vietnam,sulfamethoxazole  unauthorised - {residues of veterinary medicinal products},2/9/2021 17:07,Sulfamethoxazol in frozen shrimps (Litopenaeus vannamei) from Vietnam | sulfamethoxazole  unauthorised - {residues of veterinary medicinal products}
