Importing Market,Exporting country,Refusal date - formating as MM-YYYY,Barrier Classification,Specific Reason of Rejection,Unique Order ID
United States,Vietnam,Mar-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,FY1-4060493-2|3
United States,Vietnam,Mar-25,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",FY1-4060493-2|3
United States,Vietnam,Mar-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,FY1-4060493-2|4
United States,Vietnam,Mar-25,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",FY1-4060493-2|4
United States,Vietnam,Apr-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0417924-9|1
United States,Vietnam,Apr-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0419138-4|1
United States,Vietnam,Apr-21,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0419138-4|1
United States,Vietnam,Apr-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",8NG-3002170-7|1
United States,Vietnam,Apr-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",DZ1-1155959-4|1
United States,Vietnam,Apr-25,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",082-0461806-3|1
United States,Vietnam,Apr-25,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",8TH-0035482-7|1
United States,Vietnam,May-19,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",DZ1-5100658-9|1
United States,Vietnam,May-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0418839-8|1
United States,Vietnam,May-21,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0418839-8|1
United States,Vietnam,May-25,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0461002-9|1
United States,Vietnam,Jun-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0418797-8|1
United States,Vietnam,Jun-21,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0418797-8|1
United States,Vietnam,Jun-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to bear or contain a pesticide chemical residue, which causes the article to be adulterated within the meaning of section 402(a)(2)(B) of the FD&C Act. Bears or contains:",082-0427693-8|1
United States,Vietnam,Jun-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0440902-6|1
United States,Vietnam,Jun-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0440902-6|1
United States,Vietnam,Jun-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",N35-0311958-7|3
United States,Vietnam,Jun-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",9T4-3045857-5|1
United States,Vietnam,Jun-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",9T4-3045857-5|2
United States,Vietnam,Jun-25,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",AEK-7348264-6|1
United States,Vietnam,Jul-19,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0396792-5|1
United States,Vietnam,Jul-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0419258-0|1
United States,Vietnam,Jul-21,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0419258-0|1
United States,Vietnam,Jul-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0419308-3|1
United States,Vietnam,Jul-21,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0419308-3|1
United States,Vietnam,Jul-21,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",AQZ-0508816-9|1
